Id_Pelicula;Titulo_original;Genero_Pelicula
1193;The Menu;"Comedy, Thriller, Horror"
1194;Gone with the Wind;"Drama, War, Romance"
1195;Rush Hour 2;"Action, Comedy, Crime"
1196;The First Purge;"Horror, Action, Thriller"
1197;The Birds;Horror
1198;The Ballad of Buster Scruggs;"Western, Comedy, Drama"
1199;Scream 2;"Horror, Mystery"
1200;The Last Airbender;"Action, Adventure, Fantasy"
1201;True Lies;"Action, Thriller"
1202;Black Mirror: Bandersnatch;"Science Fiction, Mystery, Drama, Thriller, TV Movie"
1203;Knocked Up;"Comedy, Romance, Drama"
1204;Final Destination 2;"Horror, Mystery"
1206;Planet of the Apes;"Thriller, Science Fiction, Action, Adventure"
1207;When Harry Met Sally...;"Comedy, Romance, Drama"
1208;What's Eating Gilbert Grape;"Romance, Drama"
1209;Love and Monsters;"Comedy, Action, Adventure, Fantasy"
1210;Army of the Dead;"Action, Crime, Drama, Horror, Science Fiction, Thriller, Fantasy"
1211;Monster House;"Animation, Comedy, Family, Fantasy"
1212;Beverly Hills Cop;"Action, Comedy, Crime"
1213;The Prince of Egypt;"Adventure, Animation, Drama, Family"
1214;Garfield;"Animation, Comedy, Family"
1215;Elf;"Comedy, Family, Fantasy"
1216;Spring Breakers;"Drama, Crime"
1217;Yesterday;"Comedy, Fantasy, Music, Romance"
1218;Chicken Little;"Animation, Family, Comedy"
1219;Legally Blonde;"Comedy, Romance"
1220;What Women Want;"Comedy, Romance"
1221;La Haine;Drama
1222;Lights Out;"Horror, Thriller, Mystery"
1223;Dawn of the Dead;"Horror, Action"
1224;Seven Psychopaths;"Comedy, Crime"
1225;Straight Outta Compton;"Drama, Music, History"
1226;Fracture;Thriller
1227;The Northman;"Action, Adventure, Fantasy"
1228;A Cure for Wellness;"Horror, Mystery, Science Fiction"
1229;Unknown;"Action, Mystery, Thriller"
1230;"Everything, Everything";"Drama, Romance"
1231;Searching;"Thriller, Mystery, Drama"
1232;The Hitchhiker's Guide to the Galaxy;"Adventure, Comedy, Science Fiction"
1233;Miss Congeniality;"Comedy, Crime, Action"
1234;Blade: Trinity;"Action, Horror, Fantasy"
1235;The Evil Dead;Horror
1236;"Hail, Caesar!";"Comedy, Crime"
1237;A Silent Voice: The Movie;"Animation, Drama"
1238;Begin Again;"Comedy, Music, Romance, Drama"
1239;Kiki's Delivery Service;"Animation, Family, Fantasy, Adventure"
1240;Billy Elliot;"Drama, Comedy, Music"
1241;The Grey;"Drama, Thriller, Action, Adventure"
1242;The Boy;"Horror, Thriller, Mystery"
1243;Puss in Boots;"Animation, Family, Fantasy, Adventure, Comedy"
1244;Rambo;"Action, Thriller, War"
1245;Annie Hall;"Comedy, Drama, Romance"
1246;For a Few Dollars More;Western
1247;The Patriot;"Drama, History, War, Action"
1248;The Sword in the Stone;"Animation, Family"
1249;The Crow;"Fantasy, Action, Thriller"
1250;The Man in the Iron Mask;"Adventure, Action, Drama"
1251;47 Ronin;"Drama, Action, Fantasy"
1252;Revolutionary Road;"Drama, Romance"
1253;Klaus;"Animation, Family, Adventure, Comedy, Fantasy"
1255;High School Musical 2;"Comedy, Drama, Family, Music, Romance, TV Movie"
1256;Sin City: A Dame to Kill For;"Crime, Action, Thriller"
1257;Ghost Rider: Spirit of Vengeance;"Action, Fantasy, Thriller"
1258;Legend;"Crime, Thriller"
1259;Rosemary's Baby;"Drama, Horror, Thriller"
1260;Rambo: Last Blood;"Action, Thriller, Drama"
1261;Resident Evil: Afterlife;"Action, Adventure, Horror, Science Fiction"
1262;GoldenEye;"Adventure, Action, Thriller"
1263;The Neon Demon;"Thriller, Horror"
1264;The Smurfs;"Animation, Family, Adventure, Comedy, Fantasy"
1265;Lincoln;"History, Drama"
1266;Goosebumps;"Adventure, Horror, Comedy"
1267;Final Destination 3;"Horror, Mystery"
1268;Rambo: First Blood Part II;"Action, Adventure, Thriller, War"
1269;The Croods: A New Age;"Animation, Family, Adventure, Fantasy, Comedy"
1270;The Descent;"Adventure, Horror"
1271;White Chicks;"Comedy, Crime"
1272;Identity;"Mystery, Thriller"
1273;"Me, Myself & Irene";Comedy
1274;50/50;"Comedy, Drama"
1275;Step Up;"Music, Drama, Romance, Crime"
1276;How to Lose a Guy in 10 Days;"Comedy, Romance"
1277;Enemy of the State;"Action, Drama, Thriller"
1278;Flushed Away;"Adventure, Animation, Comedy, Family"
1279;Freaky Friday;"Comedy, Family, Fantasy"
1280;The Road to El Dorado;"Family, Adventure, Animation, Comedy, Fantasy"
1281;Basic Instinct;"Thriller, Mystery"
1282;Downsizing;"Drama, Science Fiction"
1283;Death Race;"Action, Thriller, Science Fiction"
1284;Vacation;Comedy
1285;Pineapple Express;"Action, Comedy, Crime"
1286;Superman;"Science Fiction, Action, Adventure"
1287;The Road;"Adventure, Drama"
1288;Downfall;"Drama, History, War"
1289;Vicky Cristina Barcelona;"Drama, Romance"
1290;The Bucket List;"Drama, Comedy"
1291;As Good as It Gets;"Drama, Comedy, Romance"
1292;Ip Man;"Drama, Action, History"
1293;You Don't Mess with the Zohan;"Comedy, Action"
1294;Carol;"Romance, Drama"
1295;Chinatown;"Crime, Drama, Mystery, Thriller"
1296;"Girl, Interrupted";Drama
1297;Jennifer's Body;"Horror, Comedy"
1298;Molly's Game;"Drama, Crime"
1299;Babel;Drama
1301;Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train;"Action, Animation, Adventure, Fantasy, Thriller"
1302;Underworld: Blood Wars;"Fantasy, Action, Thriller, Horror"
1303;Crank;"Action, Thriller, Crime"
1304;The Lucky One;"Drama, Romance"
1305;The Killing of a Sacred Deer;"Drama, Thriller, Mystery"
1306;The Deer Hunter;"Drama, War"
1307;The Call of the Wild;"Adventure, Family, Drama"
1308;The Grinch;"Animation, Family, Comedy, Fantasy"
1309;Dolittle;"Family, Fantasy, Adventure"
1310;Sunshine;"Drama, Science Fiction, Thriller"
1311;Modern Times;"Comedy, Drama"
1312;Phone Booth;Thriller
1313;Gone Baby Gone;"Crime, Drama, Mystery"
1314;Valkyrie;"Drama, Thriller, War"
1315;He's Just Not That Into You;"Comedy, Romance, Drama"
1316;Drag Me to Hell;"Horror, Thriller"
1317;The Angry Birds Movie;"Animation, Adventure, Comedy"
1318;Remember Me;"Drama, Romance"
1319;Crazy Rich Asians;"Comedy, Drama, Romance"
1321;Finding Neverland;Drama
1322;Kubo and the Two Strings;"Animation, Adventure, Family"
1323;Paddington;"Comedy, Adventure, Family"
1325;To the Bone;Drama
1326;Memories of Murder;"Crime, Drama, Thriller"
1327;Saw IV;"Horror, Thriller, Crime"
1328;The Other Woman;"Comedy, Romance"
1329;Isn't It Romantic;"Comedy, Fantasy, Romance"
1330;Waterworld;"Adventure, Action, Science Fiction"
1331;The Wrestler;"Drama, Romance"
1332;Secret Window;"Mystery, Thriller"
1333;Sierra Burgess Is a Loser;"Comedy, Drama, Romance"
1335;Bicentennial Man;"Science Fiction, Drama"
1336;Up in the Air;"Drama, Romance"
1337;Demolition Man;"Crime, Action, Science Fiction"
1338;The Monuments Men;"War, Drama, History, Action"
1339;The Lives of Others;"Drama, Thriller"
1340;The Disaster Artist;"Comedy, Drama"
1341;Jarhead: Law of Return;War
1342;Get Smart;"Action, Comedy, Thriller"
1343;Hostel;Horror
1344;Road to Perdition;"Crime, Drama, Thriller"
1345;The Babysitter;"Comedy, Horror"
1346;High School Musical 3: Senior Year;"Comedy, Romance, Drama, Family, Music"
1347;Trolls;"Family, Animation, Fantasy, Adventure, Comedy, Music"
1348;The Ugly Truth;"Comedy, Romance"
1349;Jigsaw;"Horror, Mystery, Thriller"
1350;Falling Down;"Crime, Drama, Thriller"
1351;The Handmaiden;"Thriller, Drama, Romance"
1352;Scream 4;"Horror, Mystery"
1353;Big;"Fantasy, Drama, Comedy, Romance, Family"
1354;The Naked Gun: From the Files of Police Squad!;"Comedy, Crime"
1355;Mad Max 2;"Adventure, Action, Thriller, Science Fiction"
1356;Safe House;"Action, Thriller"
1357;Big Eyes;Drama
1358;Transporter 2;"Action, Thriller, Crime"
1359;Bad Times at the El Royale;"Thriller, Drama, Mystery, Crime"
1360;Enemy at the Gates;"Drama, War, History"
1361;The Woman in Black;"Drama, Horror, Thriller"
1362;Transformers: Rise of the Beasts;"Action, Adventure, Science Fiction"
1363;Dr. No;"Adventure, Action, Thriller"
1364;Nope;"Horror, Science Fiction, Mystery"
1365;9;"Action, Adventure, Animation, Science Fiction, Thriller"
1366;Swiss Army Man;"Comedy, Drama, Romance, Fantasy, Adventure"
1367;Goldfinger;"Adventure, Action, Thriller"
1368;Disturbia;"Thriller, Drama, Mystery"
1369;The Happening;"Thriller, Science Fiction"
1370;Before I Fall;"Drama, Mystery, Thriller, Fantasy"
1371;Serial (Bad) Weddings;Comedy
1372;Teenage Mutant Ninja Turtles: Out of the Shadows;"Action, Adventure, Comedy, Family, Science Fiction"
1373;3:10 to Yuma;Western
1374;What We Do in the Shadows;"Comedy, Horror"
1375;The Darjeeling Limited;"Adventure, Drama, Comedy"
1376;Midnight Sun;"Romance, Drama"
1377;Sleepers;"Crime, Drama, Thriller"
1378;Seven Samurai;"Action, Drama"
1379;Magnolia;Drama
1380;The Talented Mr. Ripley;"Thriller, Crime, Drama"
1381;Blue Jasmine;Drama
1382;Unstoppable;"Action, Thriller"
1383;Logan Lucky;"Comedy, Crime, Action, Drama"
1384;Fall;Thriller
1385;The Lorax;"Animation, Family"
1386;Phantom Thread;"Drama, Romance"
1387;13 Hours: The Secret Soldiers of Benghazi;"War, Action, History, Drama"
1388;Blended;"Comedy, Romance"
1389;M3GAN;"Science Fiction, Horror"
1390;Homefront;"Action, Thriller"
1391;Melancholia;"Drama, Science Fiction"
1392;Rio 2;"Animation, Adventure, Comedy, Family"
1393;Serenity;"Science Fiction, Action, Adventure, Thriller"
1394;The Return of Jafar;"Family, Adventure, Animation, Romance"
1395;Point Break;"Action, Thriller, Crime"
1396;Die Another Day;"Adventure, Action, Thriller"
1397;Annabelle Comes Home;"Horror, Mystery, Thriller"
1398;The Last Song;"Drama, Family, Romance"
1399;Crash;Drama
1400;Brothers;"Drama, Thriller, War"
1401;Sicario: Day of the Soldado;"Action, Crime, Thriller"
1402;Planet Terror;"Horror, Action, Thriller"
1403;The Girl Next Door;"Comedy, Romance"
1404;DodgeBall: A True Underdog Story;Comedy
1405;Battle: Los Angeles;"Science Fiction, Action"
1406;A Few Good Men;Drama
1407;Asterix & Obelix: Mission Cleopatra;"Family, Fantasy, Comedy, Adventure"
1408;The Bone Collector;"Drama, Mystery, Thriller, Crime"
1409;NausicaÃ¤ of the Valley of the Wind;"Adventure, Animation, Fantasy"
1410;Angel Has Fallen;"Action, Thriller"
1411;Rocky Balboa;Drama
1412;Unfriended;"Horror, Mystery, Thriller"
1413;This Means War;"Action, Comedy, Romance"
1414;Spy Kids;"Action, Comedy, Family, Adventure"
1415;The Elephant Man;"Drama, History"
1416;War Horse;"War, History, Drama, Adventure"
1417;Scream 3;"Horror, Mystery"
1418;Identity Thief;"Comedy, Crime"
1419;Some Like It Hot;"Comedy, Romance, Crime"
1420;Johnny English;"Adventure, Action, Comedy"
1421;Burnt;Drama
1422;The BFG;"Adventure, Family, Fantasy"
1423;The Day the Earth Stood Still;"Drama, Science Fiction, Thriller"
1424;Forgetting Sarah Marshall;"Comedy, Romance, Drama"
1425;101 Dalmatians;"Family, Comedy"
1426;All Quiet on the Western Front;"Drama, War"
1427;"Extremely Wicked, Shockingly Evil and Vile";Crime
1428;Under the Skin;"Thriller, Science Fiction, Drama"
1429;The Perfect Date;"Romance, Comedy"
1430;P.S. I Love You;"Drama, Romance"
1431;Pitch Perfect 3;"Comedy, Music"
1432;The Gray Man;"Action, Thriller"
1433;Insidious: Chapter 3;"Horror, Thriller, Mystery"
1434;Hanna;"Action, Thriller, Adventure"
1435;Saving Mr. Banks;"Comedy, Drama, History"
1436;Mamma Mia! Here We Go Again;"Comedy, Romance"
1438;A Monster Calls;"Drama, Fantasy"
1439;Happy Death Day 2U;"Comedy, Horror, Science Fiction"
1440;Closer;"Drama, Romance"
1441;Black Mass;"Drama, Crime, History"
1442;The New Mutants;"Science Fiction, Horror, Action, Mystery, Adventure"
1443;"As Above, So Below";"Horror, Thriller"
1444;Saw V;"Horror, Thriller, Crime"
1445;Mary Poppins Returns;"Fantasy, Family, Comedy"
1446;Transporter 3;"Action, Adventure, Thriller, Crime"
1447;Natural Born Killers;"Crime, Thriller, Drama"
1448;Nymphomaniac: Vol. I;Drama
1449;Final Destination 5;"Horror, Mystery"
1450;Abraham Lincoln: Vampire Hunter;"Action, Fantasy, Horror"
1451;Lethal Weapon 2;"Action, Adventure, Comedy, Crime, Thriller"
1452;Willy Wonka & the Chocolate Factory;"Family, Fantasy, Comedy"
1453;Stargate;"Action, Adventure, Science Fiction"
1454;The Raid;"Action, Thriller, Crime"
1455;Catwoman;"Action, Fantasy, Mystery, Crime"
1456;Cape Fear;Thriller
1457;Vice;"Comedy, Drama"
1459;Wild Wild West;"Action, Adventure, Comedy, Science Fiction, Western"
1460;Austin Powers: International Man of Mystery;"Science Fiction, Comedy, Crime"
1461;Harry Potter 20th Anniversary: Return to Hogwarts;Documentary
1462;Mechanic: Resurrection;"Action, Crime, Thriller"
1463;Finch;"Science Fiction, Drama, Adventure"
1464;Wild Tales;"Drama, Thriller, Comedy"
1465;Battle Royale;"Drama, Thriller, Action"
1466;A Dog's Purpose;"Adventure, Comedy, Fantasy, Family, Drama"
1467;Before Sunset;"Drama, Romance"
1468;The Longest Yard;Comedy
1469;The Wave;"Drama, Thriller"
1470;Chocolat;"Comedy, Drama, Romance"
1471;Pompeii;"Action, Adventure, History, Romance, Drama"
1472;Minions: The Rise of Gru;"Animation, Comedy, Family"
1473;Primal Fear;"Crime, Drama, Mystery, Thriller"
1474;Lightyear;"Animation, Action, Adventure, Family, Science Fiction"
1475;Thelma & Louise;"Drama, Thriller, Crime, Adventure"
1476;Turbo;"Animation, Family"
1477;How to Be Single;"Comedy, Romance"
1478;Austin Powers: The Spy Who Shagged Me;"Adventure, Comedy, Crime, Science Fiction"
1479;Machete;"Action, Comedy, Thriller"
1480;Johnny English Reborn;"Crime, Action, Comedy"
1481;Death on the Nile;"Mystery, Crime, Thriller"
1482;Eragon;"Fantasy, Action, Adventure, Family"
1483;The Great Dictator;"Comedy, War"
1484;The Devil All the Time;"Crime, Drama, Thriller"
1485;Horton Hears a Who!;"Animation, Comedy, Family, Adventure, Fantasy"
1486;I Origins;"Science Fiction, Drama"
1487;Little Fockers;"Comedy, Romance"
1488;Mirror Mirror;"Adventure, Comedy, Family, Fantasy"
1489;The Artist;"Drama, Comedy, Romance"
1490;Brazil;"Comedy, Science Fiction"
1491;Alexander;"War, History, Action, Adventure, Drama, Romance"
1492;Scent of a Woman;Drama
1493;Frankenweenie;"Animation, Comedy, Family"
1494;The Graduate;"Comedy, Drama, Romance"
1495;Hitman;"Action, Thriller, Drama"
1496;Monster Hunter;"Action, Fantasy, Adventure"
1497;The Princess Diaries 2: Royal Engagement;"Comedy, Drama, Family, Romance"
1499;Big Daddy;"Comedy, Drama"
1500;A Cinderella Story;"Comedy, Family, Romance"
1501;Chef;Comedy
1502;Zathura: A Space Adventure;"Science Fiction, Adventure, Family"
1503;Eastern Promises;"Thriller, Crime, Mystery"
1504;The Gift;"Thriller, Mystery, Drama"
1505;The Cloverfield Paradox;"Horror, Science Fiction, Action, Thriller"
1506;The Green Hornet;"Action, Crime, Comedy"
1507;Scary Movie 4;Comedy
1508;The Walk;"Drama, Crime, Comedy, Thriller"
1509;Patch Adams;"Comedy, Drama"
1510;The Sound of Music;"Drama, Family, Music, Romance"
1511;The Number 23;"Thriller, Drama, Mystery"
1512;You've Got Mail;"Comedy, Romance"
1513;Red Riding Hood;"Action, Adventure, Horror, Fantasy, Thriller"
1514;Blue Valentine;"Drama, Romance"
1515;Pet Sematary;"Horror, Thriller"
1516;The Lost City;"Action, Adventure, Comedy"
1517;The Fox and the Hound;"Adventure, Animation, Drama, Family"
1518;The Final Destination;"Horror, Mystery"
1519;Daddy's Home;Comedy
1520;Cruel Intentions;"Drama, Romance"
1521;The Flash;"Action, Adventure, Science Fiction"
1522;Blue Velvet;"Crime, Mystery, Thriller"
1523;Jerry Maguire;"Comedy, Drama, Romance"
1524;The Last Duel;"History, Drama, Action"
1525;The Mechanic;"Action, Thriller, Crime"
1526;Robin Hood: Prince of Thieves;"Action, Adventure, Drama, Romance"
1527;Life As We Know It;"Comedy, Romance, Drama"
1528;End of Watch;"Crime, Drama, Thriller"
1529;The Hunt for Red October;"Action, Adventure, Thriller"
1530;The Lincoln Lawyer;"Crime, Drama, Thriller"
1531;The Longest Ride;"Drama, Romance"
1532;Tremors;"Horror, Action, Science Fiction"
1533;Raw;"Drama, Horror"
1534;Brooklyn;"Romance, Drama"
1535;Trading Places;Comedy
1536;The King;"Drama, History, War"
1537;Sister Act;"Music, Comedy"
1538;Dumb and Dumber To;Comedy
1539;Porco Rosso;"Family, Comedy, Animation, Adventure"
1540;Surrogates;"Science Fiction, Action, Thriller"
1541;The Whale;Drama
1542;Shame;Drama
1543;T2 Trainspotting;"Drama, Comedy"
1544;27 Dresses;"Comedy, Romance"
1545;Twister;"Action, Adventure, Drama"
1546;"Crouching Tiger, Hidden Dragon";"Adventure, Drama, Action, Romance"
1547;A History of Violence;"Drama, Thriller, Crime"
1548;Knock Knock;Thriller
1549;Self/less;"Science Fiction, Mystery, Thriller, Action"
1550;Rocky V;Drama
1551;Triple Frontier;"Action, Thriller, Crime, Adventure"
1552;Rush Hour 3;"Action, Comedy, Crime"
1553;The Great Beauty;Drama
1554;Predator 2;"Science Fiction, Action, Thriller"
1555;Cloudy with a Chance of Meatballs 2;"Animation, Family, Comedy"
1556;The Bling Ring;"Drama, Crime"
1557;Valentine's Day;"Comedy, Romance"
1558;The Virgin Suicides;"Drama, Romance"
1559;The Taking of Pelham 1 2 3;"Crime, Thriller, Action"
1560;The Scorpion King;"Action, Adventure, Fantasy"
1561;Side Effects;"Thriller, Crime, Drama"
1562;Young Frankenstein;Comedy
1563;Still Alice;Drama
1564;The Texas Chain Saw Massacre;Horror
1565;Tag;"Comedy, Action"
1566;Rambo III;"Action, Adventure, Thriller, War"
1568;Boogie Nights;Drama
1569;21 Grams;"Drama, Crime, Thriller"
1570;Resident Evil: The Final Chapter;"Action, Horror, Science Fiction"
1571;Carlito's Way;"Crime, Drama, Romance, Thriller"
1572;Crawl;"Thriller, Horror, Action"
1573;Anger Management;Comedy
1574;Austin Powers in Goldmember;"Comedy, Crime, Science Fiction"
1575;Brightburn;"Horror, Science Fiction, Thriller, Mystery"
1576;Erin Brockovich;Drama
1577;Bride Wars;"Comedy, Romance"
1578;The Tree of Life;"Drama, Fantasy"
1579;Step Brothers;Comedy
1580;Singin' in the Rain;"Comedy, Romance"
1581;The Pacifier;"Comedy, Family, Action"
1582;Master and Commander: The Far Side of the World;"Adventure, Drama, War"
1583;Two Is a Family;"Drama, Comedy"
1584;Doctor Dolittle;"Comedy, Family, Fantasy"
1585;The Emoji Movie;"Animation, Family, Comedy"
1586;Lawless;"Crime, Drama, Western"
1587;Army of Darkness;"Fantasy, Horror, Comedy"
1588;What Happens in Vegas;"Comedy, Romance"
1589;Shakespeare in Love;"Romance, History, Comedy"
1590;Silence;"Drama, History"
1591;Saw VI;"Horror, Thriller"
1592;Parker;"Action, Crime"
1593;Underwater;"Horror, Science Fiction, Action, Adventure"
1594;Last Night in Soho;"Mystery, Thriller, Horror"
1595;Hitman: Agent 47;"Action, Crime, Thriller"
1596;Charlie's Angels: Full Throttle;"Action, Adventure, Comedy"
1597;The Tomorrow War;"Action, Science Fiction, Adventure"
1598;Escape from New York;"Science Fiction, Action"
1599;Nanny McPhee;"Fantasy, Comedy, Family"
1600;Tomorrow Never Dies;"Adventure, Action, Thriller"
1601;Fantasia;"Animation, Family"
1602;Three Steps Above Heaven;"Romance, Drama"
1603;The Reader;"Drama, Romance"
1604;A Knight's Tale;"Adventure, Drama, Romance, Action"
1605;The Secret Life of Pets 2;"Adventure, Animation, Comedy, Family"
1606;Memoirs of a Geisha;"Drama, Romance, History"
1607;Elvis;"Drama, Music, History"
1608;"Honey, I Shrunk the Kids";"Adventure, Comedy, Family, Science Fiction"
1609;Another Round;"Comedy, Drama"
1610;Promising Young Woman;"Thriller, Crime, Drama"
1611;The Lion King 1Â½;"Family, Animation, Comedy, Action"
1612;The Father;Drama
1613;Magic Mike;"Drama, Comedy"
1614;The Last of the Mohicans;"Action, Adventure, Drama, History, Romance, War"
1615;The Trial of the Chicago 7;"Drama, History"
1616;Evil Dead II;"Horror, Comedy, Fantasy"
1618;House of Gucci;"Drama, History, Crime"
1619;She's the Man;"Comedy, Romance"
1620;House of Wax;"Horror, Thriller"
1621;American Assassin;"Action, Thriller"
1622;Body of Lies;"Action, Drama, Thriller"
1623;Home Alone 3;"Comedy, Family"
1624;Money Monster;"Thriller, Drama"
1626;Hustlers;"Drama, Comedy, Crime"
1627;Through My Window;"Drama, Romance, Comedy"
1628;Bombshell;Drama
1629;Bridget Jones's Baby;"Comedy, Romance"
1630;Deep Impact;"Action, Drama, Science Fiction"
1631;Abduction;"Thriller, Action, Mystery"
1633;The Family;"Crime, Comedy, Action"
1634;"10,000 BC";"Adventure, Action, Drama, Fantasy"
1636;The Call;"Crime, Thriller"
1637;Carnage;"Comedy, Drama"
1638;The Butler;Drama
1639;Tower Heist;"Action, Comedy"
1640;Letters to Juliet;"Comedy, Drama, Romance"
1641;Hocus Pocus;"Fantasy, Comedy, Family"
1642;The Master;Drama
1643;The Hills Have Eyes;"Horror, Thriller"
1644;The Ninth Gate;"Mystery, Thriller, Horror"
1645;Jeepers Creepers;"Horror, Thriller, Mystery"
1646;The SpongeBob Movie: Sponge on the Run;"Family, Animation, Fantasy, Adventure, Comedy"
1647;Mr. Popper's Penguins;"Comedy, Family"
1648;Oculus;Horror
1649;Next;"Action, Science Fiction, Thriller"
1650;The Name of the Rose;"Drama, Thriller, Mystery"
1651;Beautiful Creatures;"Fantasy, Drama, Romance"
1652;The Grudge;"Horror, Mystery, Thriller"
1653;Dragon Ball Super: Broly;"Action, Science Fiction, Animation"
1654;The Spectacular Now;"Comedy, Drama, Romance"
1655;The Thin Red Line;"Drama, History, War"
1656;The Nutty Professor;"Fantasy, Comedy, Romance, Science Fiction"
1657;RocknRolla;"Action, Crime, Thriller"
1658;Addams Family Values;"Comedy, Family, Fantasy"
1659;Big Trouble in Little China;"Comedy, Action, Adventure, Fantasy"
1660;All the Bright Places;"Romance, Drama"
1661;The Seventh Seal;"Fantasy, Drama"
1662;They Live;"Science Fiction, Action"
1663;Arthur and the Invisibles;"Adventure, Fantasy, Animation, Family"
1664;From Russia with Love;"Action, Thriller, Adventure"
1665;Lawrence of Arabia;"Adventure, Drama, History, War"
1666;Alvin and the Chipmunks: The Squeakquel;"Comedy, Family, Animation, Fantasy, Music"
1667;Poltergeist;Horror
1668;Shallow Hal;"Comedy, Romance"
1669;The Ritual;"Horror, Thriller, Mystery"
1670;Palm Springs;"Comedy, Romance, Science Fiction"
1671;Insidious: The Last Key;"Horror, Mystery, Thriller"
1672;Let the Right One In;"Horror, Drama"
1673;Nomadland;Drama
1674;The Bodyguard;"Thriller, Action, Drama, Music, Romance"
1675;Instant Family;Comedy
1676;Air Force One;"Action, Thriller"
1677;Dog Day Afternoon;"Crime, Drama, Thriller"
1678;Nymphomaniac: Vol. II;"Drama, Mystery"
1679;Spaceballs;"Comedy, Science Fiction"
1680;Jack Ryan: Shadow Recruit;"Action, Drama, Thriller"
1681;The Orphanage;"Horror, Drama, Thriller"
1682;Saw 3D;"Horror, Crime"
1684;The Wind Rises;"Drama, Animation, War"
1685;The Bounty Hunter;"Comedy, Action, Romance"
1686;The Legend of Zorro;"Action, Adventure, Western"
1687;The Two Popes;"Drama, Comedy, History"
1688;Babe;"Fantasy, Drama, Comedy, Family"
1689;Office Space;Comedy
1690;Flipped;"Romance, Drama"
1691;The Best Offer;"Drama, Romance, Crime"
1692;Devil;"Horror, Mystery, Thriller"
1693;Ferdinand;"Animation, Family, Adventure, Comedy"
1694;Moonfall;"Science Fiction, Adventure, Action"
1695;The Next Three Days;"Romance, Drama, Thriller, Crime"
1696;The World Is Not Enough;"Adventure, Action, Thriller"
1697;Along Came Polly;"Comedy, Romance"
1698;Child's Play;Horror
1699;Bedtime Stories;"Fantasy, Comedy, Family, Romance"
1700;Beastly;"Drama, Fantasy, Romance"
1701;Date Night;"Comedy, Action, Adventure"
1702;Suspiria;Horror
1703;Project Power;"Action, Crime, Science Fiction"
1704;Run All Night;"Action, Crime, Thriller"
1705;12 Strong;"War, Drama, Action, History"
1706;A Walk Among the Tombstones;"Crime, Drama, Mystery, Thriller"
1707;The Lost City of Z;"Adventure, Drama, History"
1708;Eagle Eye;"Mystery, Thriller, Action"
1709;Walk the Line;"Drama, Music, Romance"
1710;Lethal Weapon 3;"Adventure, Action, Comedy, Thriller, Crime"
1711;The Dreamers;"Drama, Romance"
1712;Coach Carter;"Drama, History"
1713;Hotel Rwanda;"Drama, History, War"
1714;Overlord;"Horror, War, Science Fiction"
1715;The Life Aquatic with Steve Zissou;"Adventure, Comedy, Drama"
1716;Mr. Bean's Holiday;"Family, Comedy"
1717;The SpongeBob SquarePants Movie;"Family, Animation, Comedy, Fantasy, Adventure"
1718;Jarhead;"Drama, War"
1719;Good Time;"Crime, Thriller"
1720;The Darkest Minds;"Action, Adventure, Drama"
1721;Den of Thieves;"Action, Thriller, Crime"
1722;Beowulf;"Adventure, Action, Animation"
1723;American Ultra;"Comedy, Action"
1724;Scary Movie 5;Comedy
1725;Pan;"Fantasy, Adventure, Family, Action"
1726;The Little Prince;"Adventure, Animation, Fantasy, Family"
1727;The Abyss;"Adventure, Action, Thriller, Science Fiction"
1728;Desperado;"Thriller, Action, Crime"
1729;Dune (1984);"Action, Science Fiction, Adventure"
1730;Friday the 13th;Horror
1731;Cheaper by the Dozen;"Comedy, Family"
1732;Seven Years in Tibet;"Adventure, Drama, History"
1733;Let's Be Cops;Comedy
1734;Crank: High Voltage;"Action, Thriller, Crime"
1735;Buried;"Drama, Thriller, Mystery"
1736;Irreversible;"Drama, Thriller, Crime"
1737;Aliens vs Predator: Requiem;"Fantasy, Action, Science Fiction, Thriller, Horror"
1738;Meet the Robinsons;"Animation, Comedy, Family"
1739;The Mitchells vs. the Machines;"Animation, Adventure, Comedy"
1740;Roald Dahl's The Witches;"Family, Comedy, Fantasy, Horror"
1741;Spies in Disguise;"Animation, Action, Adventure, Comedy, Family"
1742;The Punisher;"Action, Crime, Drama"
1743;We Need to Talk About Kevin;"Drama, Thriller"
1744;The Rocky Horror Picture Show;"Comedy, Science Fiction, Fantasy, Horror"
1745;Bridget Jones: The Edge of Reason;"Comedy, Romance"
1746;From Hell;"Horror, Mystery, Thriller"
1747;Greyhound;"War, Action, Drama"
1748;47 Meters Down;"Thriller, Adventure, Horror"
1749;Going in Style;"Crime, Comedy"
1750;Paths of Glory;"Drama, War"
1751;Mud;Drama
1752;Coherence;"Thriller, Science Fiction"
1753;Idiocracy;"Comedy, Science Fiction, Adventure"
1754;The Secret World of Arrietty;"Fantasy, Animation, Family"
1755;You Were Never Really Here;"Crime, Drama, Thriller"
1756;The Imaginarium of Doctor Parnassus;"Adventure, Fantasy, Mystery"
1757;The Last Stand;"Action, Crime, Thriller"
1758;Dragon Ball Super: Super Hero;"Animation, Science Fiction, Action"
1759;LOL;"Drama, Comedy, Romance"
1760;The Descendants;"Comedy, Drama"
1761;The Change-Up;Comedy
1762;Mad Max Beyond Thunderdome;"Action, Adventure, Science Fiction"
1763;The Brothers Grimm;"Adventure, Fantasy, Action, Comedy, Thriller"
